Date,Cases
2023-03-10,38262187.561893925
2023-03-11,38262845.910643846
2023-03-12,38262845.910643846
2023-03-13,38262845.910643846
2023-03-14,38265871.23981713
2023-03-15,38270205.723148696
2023-03-16,38274520.674895644
