Date,Cases
2023-03-10,39868428.450842366
2023-03-11,39870787.06682846
2023-03-12,39873827.16666736
2023-03-13,39877152.521288365
2023-03-14,39880559.69161303
2023-03-15,39883897.813119695
2023-03-16,39887007.34454502
