Date,Cases
2023-03-10,103844073.06779161
2023-03-11,103887841.42290847
2023-03-12,103935835.16368817
2023-03-13,103988029.9891402
2023-03-14,104042519.97546361
2023-03-15,104096427.55686349
2023-03-16,104151818.58028167
